chapter,section,axiom_number,fol,english
45,45.1,(45.2),(forall (e1 e2 t p s) (if (and (begins t e1)(begins t e2) (subgoalIn e1 p)(subgoalIn e2 p)(leftFringe s p)) (iff (member e1 s)(member e2 s)))),"It is a theorem that if two subgoals of a plan must begin to be executed simultaneously, then either both or neither will be in the left fringe of the plan."
45,45.1,(45.3),(forall (p a g s) (if (and (plan p a g)(leftFringe s p)) (member g s))),"The top-level goal in a plan is a limiting case of a subgoal. Executing any of the subgoals of a goal entails that we are in the process of executing the goal. Thus, there cannot be any of its subgoals that must be executed before the goal. It is a theorem that the top-level goal is in the left fringe of the plan."
45,45.1,(45.4),(forall (e p) (iff (precondition e p) (exists (s e1) (and (leftFringe s p)(member e1 s)(enable e e1))))),A precondition of a plan is a precondition of a subgoal in the left fringe of the plan. Preconditions are not part of the plan. Otherwise e would be in the left fringe of the plan rather than e1.
45,45.1,(45.5),(forall (e p t) (iff (satisfiedPrecondition e p t) (and (precondition e p)(atTime e t)))),Preconditions of plans may be satisfied at the time the plan is executed.
45,45.1,(45.6),(forall (e p t) (iff (unsatisfiedPrecondition e p t) (and (precondition e p)(not (atTime e t))))),Preconditions of plans may be unsatisfied at the time the plan is executed.
45,45.1,(45.7),(forall (e0 e p t) (iff (violatePrecondition' e0 e p t) (exists (e1 e2) (and (changeFrom' e2 e1)(gen e2 e0) (satisfiedPrecondition' e1 e p t) (atTime e0 t))))),Satisfied preconditions can become unsatisfied during the execution of a plan.
45,45.1,(45.8),(forall (s p) (iff (executionEnvironment s p) (exists (a g) (and (plan p a g) (forall (e) (iff (member e s) (exists (e1 e2) (and (subgoalIn e1 p)(not' e2 e1) (or (causallyInvolved e e1) (causallyInvolved e e2)))))))))),"There is a subset of state characteristics that have a relationship to an execution. These are the states and events that are causally involved in the occurrence or nonoccurrence of the subgoals in the plan. We can call this the execution environment. p is a plan by agent a to achieve goal g, and s is the set of eventualities e which are causally involved in some subgoal e1 in p happening or not happening."
45,45.1,(45.9),(forall (p a g t) (iff (enabledPlan p a g t) (and (plan p a g) (forall (e) (if (precondition e p)(atTime e t)))))),A plan is enabled if all its preconditions hold.
45,45.1,(45.10),(forall (a p) (iff (beginExecute a p) (exists (g e s) (and (plan p a g)(member e s)(leftFringe s p) (execute a e p))))),To begin the execution of a plan is to execute an action in the left fringe of the plan.
45,45.2,(45.11),(forall (a e1 p t) (iff (executing a e1 p t) (exists (e) (and (execute' e a e1 p)(atTime e t))))),An agent is executing an action of a plan at time t if the execution takes place at that time.
45,45.2,(45.12),(forall (a p t) (iff (executingPlan a p t) (exists (e1) (executing a e1 p t)))),At any moment t an agent a can be executing one or more plans p. For a to execute plan p at time t is for a to be executing a subgoal of p at that time.
45,45.2,(45.13),(forall (a e1 p t) (iff (executed a e1 p t) (exists (e t0) (and (execute' e a e1 p)(ends t0 e) (before t0 t))))),We would like to be able to keep track of those parts of a plan that have already been completed. We can define a predicate executed saying that the execution of the action has already taken place by a particular time.
45,45.2,(45.14),(forall (a e p t) (iff (executed a e p t) (forall (e1) (and (if (and (subgoal e1 e)(agentOf a e1)) (executed a e1 p t)) (if (and (subgoal e1 e)(not (agentOf a e1))) (happensInTime e1 p)))))),"The purpose of the subgoals of a goal is to bring about the goal. Thus, a goal has been executed when all its subgoals have been executed and vice versa. Agent a has executed subgoal e of plan p by time t. a has executed all the actions a was agent of. All other events happened at the appropriate time."
45,45.2,(45.15),(forall (a p t) (iff (executedPlan a p t) (exists (g) (and (plan p a g)(executed a g p t))))),"Because of this rule, we can define an entire plan to have been executed when its top-level goal has been executed."
45,45.2,(45.16),(forall (p1 a p t) (iff (remainingPlan p1 a p t) (exists (g s0 s s1) (and (plan p a g)(subgoalsOf s0 p) (relationsOf s p)(relationsOf s1 p1) (forall (e0) (iff (subgoalIn e0 p1) (or (and (subgoalIn e0 p)(agentOf a e0) (not (executed a e0 p t))) (and (subgoalIn e0 p) (not (agentOf a e0)) (exists (t1 e3) (and (begins' e3 e0 t1) (imply s0 e3) (before t t1))))))) (forall (r e1 e2) (iff (subgoal' r e1 e2) (iff (member r s1) (and (member r s)(subgoalIn e1 p1) (subgoalIn e2 p1))))))))),"Now we can define the ""remaining plan"" p1 of plan p at time t as that part of p that has not yet been executed. p1 is that part of agent a's plan p that remains to be done at time t. p is a plan by a to achieve goal g; it also labels as s0 the set of subgoals of p. Among the subgoals in p1 are the subgoals in p that have not yet been executed by a. Among the subgoals of p1 are the subgoals of p that a is not the agent of and that must begin at some time t1 after t. The subgoal relations of p1 are those of p that are between subgoals that remain in p1."
45,45.2,(45.17),(forall (t1 e a p) (iff (executionStartTime t1 e a p) (and (executePlan' e a p)(begins t1 e)))),There is a time that an agent begins the execution of a plan. t1 is the start time of execution e by agent a of plan p.
45,45.2,(45.18),(forall (t2 e a p) (iff (executionEndTime t2 e a p) (and (executePlan' e a p)(ends t2 e)))),There is a time that an agent ends the execution of a plan. The definition is similar to that for executionStartTime.
45,45.2,(45.19),(forall (d a p t0 u) (iff (executionDuration d a p t0 u) (exists (e t1 t) (and (executePlan' e a p)(executionStartTime t1 e a p) (intervalBetween t t1 t0)(durationOf d t u))))),There is a total duration for the amount of time that a plan has been being executed as of time t0. d is the duration in units u of agent a's execution of plan p as of time t0.
45,45.2,(45.20),(forall (a p) (iff (missDeadline a p) (exists (t2) (and (deadline t2 p) (not (exists (e t1) (and (executePlan' e a p) (executionEndTime t1 e a p) (before t1 t2)))))))),The concept of a deadline was defined in Chapter 42 on Scheduling. Agents can fail to execute a plan or subplan by its deadline. Agent a misses the deadline for plan p if and only if there is a deadline t2 for p and there is no execution e of the plan whose end time was before t2.
45,45.3,(45.21),(forall (c e a p) (iff (executionCost c e a p) (and (executePlan' e a p)(cost c e a)))),The cost of an execution to an agent is easily expressed in terms of that predicate.
45,45.3,(45.22),(forall (e a p) (iff (executionSuccess e a p) (exists (g) (and (executePlan' e a p)(plan p a g)(cause e g))))),The execution of a plan can result in the achievement of the goal.
45,45.3,(45.23),(forall (e a p) (iff (executionFailure e a p) (exists (g) (and (executePlan' e a p)(plan p a g) (not (cause e g))(not (Rexist g)))))),"The execution of a plan can fail to result in the achievement of the goal. For the execution of a plan to fail, not only must the execution not cause the top-level goal to come about, the top-level goal also cannot come about for reasons unrelated to the plan."
45,45.4,(45.24),(forall (p1 p) (iff (instantiatePlan p1 p) (exists (a g g1 s s1 r r1) (and (plan p a g)(plan p1 a g1)(imply g1 g) (subgoalsOf s p)(subgoalsOf s1 p1) (relationsOf r p)(relationsOf r1 p1) (subset s s1)(subset r r1))))),"Plans can be at various levels of specificity. In a more abstract plan the identity of some of the participants and props may be unspecified and the times of some of the actions may not be fixed. Once we add properties to the plan, by elaborating the subgoals of the plan, then we are creating a new plan that is an instantiation of the old plan. The goal g1 of the more specific plan p1 is something that entails the goal g of the more general plan p, and subgoals and subgoal relations in p are also in p1. Plan p1 fills in details of plan p, including possibly temporal constraints."
45,45.4,(45.25),(forall (p1 p2 p) (iff (sameAbstractPlan p1 p2 p) (exists (a g) (and (plan p1 a g)(plan p2 a g) (instantiatePlan p1 p)(instantiatePlan p2 p) (forall (e) (if (subgoalIn e p)(nontemporal e))))))),Two plans are the same abstract plan if all their nontemporal goals are the same. This means that they are both instantiations of the same nontemporal abstract plan. This concept will allow us to talk about plans that are the same except that one is displaced in time with respect to the other. Plans p1 and p2 are instantiations of the same abstract plan p. p1 and p2 have the same agent and the same goal. There is an abstract plan p that they both instantiate. Abstract plan p has no temporal constraints.
45,45.4,(45.26),(forall (a) (if (person a) (exists (p e g) (and (plan p a g)(execute a e p))))),People execute actions in plans.
45,45.4,(45.27),(forall (a p g s e) (if (and (person a)(plan p a g)(scheduledPlan p)(leftFringe s p) (member e s)(etc)) (execute a e p))),"People defeasibly execute the plans that they had scheduled to do. This axiom only states that they defeasibly execute the left fringe of their scheduled plans, but once they do, they will defeasibly execute the left fringe of the remainder, so that defeasibly they will execute the entire scheduled plan."
45,45.4,(45.28),(forall (p a g) (iff (reusablePlan p a g) (exists (p1 p2 t1 t2) (and (instantiatePlan p1 p)(instantiatePlan p2 p) (timeSpanOf t1 p1)(timeSpanOf t2 p2)(nequal t1 t2))))),A reusable plan is a plan that is sufficiently abstract that it can be instantiated at two different times.
45,45.4,(45.29),(forall (p s) (iff (activity p s) (exists (g) (forall (a) (if (member a s)(reusablePlan p a g)))))),"An activity is an abstract plan that can be instantiated multiple times (i.e., is reusable) and is a plan that all members of a group s have."
45,45.5,(45.30),(forall (e0 a p) (iff (start' e0 a p) (exists (e1 e s e2) (and (changeTo' e2 e1)(gen e2 e0)(execute' e1 a e p)(member e s) (leftFringe s p))))),To start a plan is to start to execute an action in its left fringe.
45,45.5,(45.31),(forall (e0 a p) (iff (start' e0 a p) (exists (e1 e2) (and (changeTo' e2 e1)(gen e2 e0)(executePlan' e1 a p))))),"Equivalently, to start a plan is to change to a state of executing the plan."
45,45.5,(45.32),(forall (a p t) (iff (continue a p t) (exists (p1 s e) (and (remainingPlan p1 a p t)(leftFringe s p1) (member e s)(executing a e p t))))),To continue to execute a plan at time t is to execute an action in the left fringe of the remaining plan at time t.
45,45.5,(45.33),(forall (a p t) (iff (continue a p t)(executingPlan a p t))),"Equivalently, to continue to execute a plan at time t is to be executing the plan at time t."
45,45.5,(45.34),(forall (e0 a p) (iff (stop' e0 a p) (exists (e e1) (and (changeFrom' e1 e)(gen e1 e0)(executePlan' e a p))))),To stop the execution of a plan is to change from executing it to not executing it.
45,45.5,(45.35),(forall (eo a p t1 t2) (iff (postpone' e0 a p t1 t2) (exists (e1 p1 e2 p2 e3 e4) (and (executePlan' e1 a p1) (executionStartTime t1 e1 a p1) (executePlan' e2 a p2) (executionStartTime t2 e2 a p2) (sameAbstractPlan p1 p2 p) (change' e3 e1 e2)(before t1 t2) (cause' e4 a e3)(gen e4 e0))))),"To postpone the execution of a plan is to change the time at which the plan will start to be executed to a later time. e0 is the eventuality in which agent a postpones executing abstract plan p from time t1 to time t2. The executions and start times of the two instantiations of plan p are labeled. These are both instantiations of p. e3 is the change from one instantiation to the other, later one. a's causing this change generates the postponing action."
45,45.5,(45.36),(forall (e0 a p t) (iff (complete' e0 a p t) (exists (e1 e2 e3) (and (executedPlan' e1 a p t)(changeTo' e2 e1) (cause' e3 a e2)(gen e3 e0))))),To complete a plan is to cause a change into the state of having executed it.
45,45.5,(45.37),(forall (e0 a p t) (iff (interrupt' e0 a p t) (exists (e1) (and (stop' e1 a p)(gen e1 e0)(atTime e0 t) (not (complete a p t)))))),To interrupt a plan is to cause the plan to stop without completing it.
45,45.5,(45.38),(forall (e0 a p1 t2) (iff (resume' e0 a p1 t2) (exists (p2 t1 p3 p e1) (and (interrupt a p1 t1)(remainingPlan p2 a p1 t1) (sameAbstractPlan p3 p2 p)(before t1 t2) (start' e1 a p3)(gen e1 e0)(atTime e0 t2))))),"To resume a plan is to start the remaining part of the plan after it has been interrupted. e0 is the eventuality of agent a resuming original plan p1 at time t2. This holds if there was an interruption of p1 at time t1, before t2, where the remaining plan at that time was p2. There is a new instance p3 of the same abstract plan p as p2 that starts at time t2, and this starting generates the resumption."
45,45.5,(45.39),(forall (e0 a p1 t2) (iff (restart' e0 a p1 t2) (exists (t1 p3 p e1) (and (interrupt a p1 t1) (sameAbstractPlan p3 p1 p)(before t1 t2) (start' e1 a p3)(gen e1 e0)(atTime e0 t2))))),To restart a plan is to start it from the beginning after having interrupted it. This definition differs from the definition of resume only in that the new plan p3 is an instantiation of the original plan p1 rather than of the remaining plan at the time of the interruption.
45,45.5,(45.40),(forall (e0 a p t1) (iff (pause' e0 a p t1) (exists (t2 e1) (and (stop' e1 a p)(gen e1 e0)(atTime e0 t1) (resume a p t2)(before t1 t2))))),"To pause in a plan is to stop and to resume. The stopping generates the pausing action, but the resuming has to occur at some subsequent point. It's possible to intend to pause but have it later turn out that it was merely a stopping because there was no resumption."
45,45.5,(45.41),(forall (t e1) (iff (pauseInterval t e1) (exists (a p t1 e2 t2) (and (pause' e1 a p t1)(atTime e1 t1) (resume' e2 a p t2)(before t1 t2) (forall (e3 t3) (if (and (resume' e3 a p t3)(before t1 t3)) (or (equal e3 e2)(before t2 t3)))) (intervalBetween t t1 t2))))),The pause interval is the interval between the stop and the resumption. Interval t is the interval between the time t1 that a pause begins and the time t2 the execution of a plan resumes. The pause event e1 and the resume event e2 are labeled and the former precedes the latter. e2 is the first such resume event.
45,45.5,(45.42),(forall (a p t) (iff (ongoing a p t) (forall (t1) (if (insideTime t1 t) (or (executingPlan a p t1) (pause a p t1)))))),"The execution of a plan is ongoing for a time interval t if it is either being executed or there is a pause in its execution. That is, ongoing spans pauses. Agent a's execution of plan p is ongoing during time interval t exactly when at all instants t1 inside t, there is an execution of p happening at t1 or there is a pause happening at t1."
45,45.5,(45.43),(forall (e a p t) (iff (suspend' e a p t) (exists (e1 t2 e2) (and (interrupt' e2 a p t)(gen e2 e)(intend a e1) (resume' e1 a p t2))))),To suspend the execution of a plan is to interrupt the execution of the plan with the intention of resuming it. The distinction between pausing and suspending is that with suspending there is only the intention to resume. The plan may not actually be resumed. Something is not a pause unless the resumption actually happens.
45,45.5,(45.44),(forall (e0 a p t) (iff (abort' e0 a p t) (exists (e5) (and (interrupt' e5 a p t)(gen e5 e0) (forall (t2) (if (before t t2) (exists (e1 e2 e3 e4) (and (intend a e1)(not' e1 e2) (restart' e2 a p t2) (intend a e3)(not' e3 e4) (resume' e4 a p t2))))))))),"To abort the execution of a plan is to interrupt the execution of the plan with the intention not to restart or resume it. e0 is an aborting by agent a of the execution of plan p at time t. This holds if e0 is generated by an interruption by a of p at t and for all subsequent times, a intends not to restart or resume the execution of p."
45,45.5,(45.45),(forall (e0 a p t) (iff (terminate' e0 a p t) (exists (e1) (and (or (complete' e1 a p t)(abort' e1 a p t)) (gen e1 e0))))),A plan is terminated when it is completed or aborted.
45,45.6,(45.46),(forall (e a x y) (iff (distract' e a x y) (exists (e1 e2 e0 e3) (and (change' e3 e1 e2)(gen e3 e)(thinkOf' e1 a x) (thinkOf' e2 a y) (arg* y e0)(causallyInvolved e0 e3))))),"Distraction happens when there is a change for an agent from thinking of one thing x to thinking of another thing y, where some property of y (e.g., its proximity to the agent) plays a causal role in the change."
45,45.6,(45.47),(forall (a e1 p) (if (and (execute a e1 p)(etc)) (and (thinkOf a e1)(thinkOf a p)))),"When someone is executing an action in the service of a plan, then defeasibly they are thinking of both the action and the plan."
45,45.6,(45.48),(forall (e1 a p y t) (if (and (executingPlan a p t)(distract' e1 a p y) (atTime e1 t)(etc)) (exists (e2) (and (suspend' e2 a p t)(cause e1 e2))))),"It is a defeasible inference that if something distracts us while we are executing a plan, it will cause us to suspend that plan. Agent a is executing plan p at time t and is distracted by y at time t. This distraction e1 causes a's suspension e2 of the execution of plan p."
46,46.1,(46.1),(forall (e e1 e2) (iff (repeatUntil e e1 e2) (and (eventuality e)(eventuality e1)(eventuality e2) (exists (s) (and (tseq s) (forall (e3 t) (if (member' e3 t s) (and (instance e3 e1) (atTime e3 t)))) (forall (t) (if (member t s)(not (atTime e2 t)))) (exists (t0) (and (ends t0 s)(atTime e2 t0))))))),"A repeatUntil eventuality e repeats action e1 until condition e2 holds. The repetitions form a temporal sequence s where each member is an instance of e1, e2 never holds during the sequence, and e2 holds at the end of the sequence."
46,46.1,(46.2),(forall (e e1 e2 e3) (iff (body e1 e e3) (and (repeatUntil e e1 e2)(instance e3 e1)))),"e3 is a body execution of e1 in repeatUntil e if e is a repeatUntil of e1 until e2, and e3 is an instance of e1"
46,46.1,(46.3),(forall (e e1 e2) (iff (termCondition e2 e) (repeatUntil e e1 e2))),e2 is a termination condition of repeatUntil e if e is a repeatUntil of some e1 until e2
46,46.1,(46.4),(forall (e e1 e2 e3) (if (and (repeatUntil e e1 e2)(body e1 e e3)) (subevent e3 e))),"If e3 is a body execution of e1 in a repeatUntil e, then e3 is a subevent of e"
46,46.2,(46.5),(forall (e0 a e p) (iff (repeatUntilExecution' e0 a e p) (and (execute' e0 a e p)(repeatUntil e e1 e2)))),"e0 is a repeatUntil execution by agent a of eventuality e in plan p if e0 is an execution of e by a in p, and e has a repeatUntil structure"
46,46.2,(46.6),(forall (e0 a p) (iff (repeatUntilPlanExecution' e0 a p) (and (executePlan' e0 a p)(exists (e e1 e2) (and (topGoal e p)(repeatUntil e e1 e2)))))),"e0 is a repeatUntil plan execution by agent a of plan p if e0 is an execution of plan p by a, and the top goal of p has a repeatUntil structure"
46,46.2,(46.7),(forall (e0 a p e e1 e2 e3 e4) (if (and (repeatUntilPlanExecution' e0 a p)(topGoal e p) (repeatUntil e e1 e2)(body e1 e e3)(execute' e4 a e3 p)) (subexecution e4 e0))),"If e0 is a repeatUntil plan execution, e3 is a body execution of the repeat body, and e4 is an execution of e3, then e4 is a subexecution of e0"
46,46.2,(46.8),(forall (e0 a p e e1 e2 e3 e4 e5 e6 t1 t2) (if (and (repeatUntilPlanExecution' e0 a p)(topGoal e p)(repeatUntil e e1 e2) (body e1 e e3)(body e1 e e5)(execute' e4 a e3 p)(execute' e6 a e5 p) (atTime e4 t1)(atTime e6 t2)) (or (before t1 t2)(before t2 t1)(equal t1 t2)))),"In a repeatUntil plan execution, body executions are temporally ordered - they occur either before, after, or simultaneous with each other"
46,46.3,(46.9),(forall (e s x e1) (iff (iterateThrough e s x e1) (and (sequence s)(forall (n y) (if (and (inSeq y n s)(instance e1 e)) (and (atTime e1 n)(arg* x e1))))))),"Event e iterates through sequence s with element x and event type e1 if s is a sequence, and for each position n with element y in s, there's an instance e1 of event type e at time n with x as argument"
46,46.3,(46.10),(forall (e0 a e p) (iff (iterateThroughExecution' e0 a e p) (and (execute' e0 a e p)(exists (s x e1) (iterateThrough e s x e1))))),"e0 is an iterateThrough execution by agent a of event e in plan p if e0 is an execution of e by a in p, and e has an iterateThrough structure"
46,46.3,(46.11),(forall (e0 a p) (iff (iterateThroughPlanExecution' e0 a p) (and (executePlan' e0 a p)(exists (e s x e1) (and (topGoal e p)(iterateThrough e s x e1)))))),"e0 is an iterateThrough plan execution by agent a of plan p if e0 is an execution of plan p by a, and the top goal of p has an iterateThrough structure"
46,46.3,(46.12),(forall (e0 a p e s x e1 e2 e3) (if (and (iterateThroughPlanExecution' e0 a p)(topGoal e p) (iterateThrough e s x e1)(instance e2 e1)(execute' e3 a e2 p)) (subexecution e3 e0))),"If e0 is an iterateThrough plan execution, e2 is an instance of the iteration event type, and e3 is an execution of e2, then e3 is a subexecution of e0"
46,46.4,(46.13),(forall (e0 a e p) (iff (startRepetition' e0 a e p) (and (repeatUntilExecution' e0 a e p)(exists (e1 e2 e3 e4) (and (repeatUntil e e1 e2)(body e1 e e3) (execute' e4 a e3 p)(first' e0 e4)))))),"e0 is starting a repetition by agent a of event e in plan p if e0 is a repeatUntil execution, and there's a first body execution e4 that is the first subevent of e0"
46,46.4,(46.14),(forall (e0 a e p) (iff (continueRepetition' e0 a e p) (and (repeatUntilExecution' e0 a e p)(exists (e1 e2 e3 e4) (and (repeatUntil e e1 e2)(body e1 e e3) (execute' e4 a e3 p)(not (first' e0 e4))(not (last' e0 e4))))))),"e0 is continuing a repetition by agent a of event e in plan p if e0 is a repeatUntil execution, and there's a body execution e4 that is neither first nor last in the execution sequence"
46,46.4,(46.15),(forall (e0 a e p) (iff (endRepetition' e0 a e p) (and (repeatUntilExecution' e0 a e p)(exists (e1 e2 e3 e4) (and (repeatUntil e e1 e2)(body e1 e e3) (execute' e4 a e3 p)(last' e0 e4)))))),"e0 is ending a repetition by agent a of event e in plan p if e0 is a repeatUntil execution, and there's a last body execution e4 that is the final subevent of e0"
46,46.5,(46.16),(forall (e0 a p e e1 e2 e3 e4 e5 e6 t1 t2) (if (and (repeatUntilPlanExecution' e0 a p)(topGoal e p)(repeatUntil e e1 e2) (body e1 e e3)(body e1 e e5)(execute' e4 a e3 p)(execute' e6 a e5 p) (atTime e4 t1)(atTime e6 t2)(before e4 e6)) (before t1 t2))),"In a repeatUntil plan execution, if one body execution occurs before another, then their times are also ordered - earlier executions occur at earlier times"
46,46.5,(46.17),(forall (e0 a p e e1 e2 t) (if (and (repeatUntilPlanExecution' e0 a p)(topGoal e p)(repeatUntil e e1 e2) (atTime e0 t)(ends t e0)) (exists (t0) (and (before t0 t)(atTime e2 t0))))),"In a repeatUntil plan execution, when the execution ends at time t, the termination condition e2 must have been satisfied at some earlier time t0"
46,46.1,(46.1),(forall (a e e1 c p) (iff (repetition a e e1 c p) (exists (g p1 e3) (and (repeatUntil' e3 e1 c)(executePlan e a p)(gen e3 e) (plan p a g)(subplan p1 p) (forall (e2) (if (executePlan' e2 a p1) (instance e2 e1))))))),"Agent a's execution e of plan p is a repetition of executions e1 until condition c is satisfied, with e3 having repeatUntil structure generating the execution"
46,46.1,(46.2),(forall (e2 e) (iff (aRepetition e2 e) (exists (a e1 c p) (and (repetition a e e1 c p)(instance e2 e1))))),Execution e2 is an instance of the body of repetitive execution e
46,46.1,(46.3),(forall (e2 e) (iff (startRepetition e2 e) (exists (a e1 c p) (and (repetition a e e1 c p)(instance e2 e1) (forall (e3) (if (instance e3 e1) (or (equal e3 e2)(before e2 e3)))))))),"Execution e2 is the first repetition of the body of repetitive execution e, occurring before all other instances"
46,46.1,(46.4),(forall (e2 e) (iff (terminateRepetition e2 e) (exists (a e1 c p) (and (repetition a e e1 c p)(instance e2 e1) (forall (e3) (if (instance e3 e1) (or (equal e3 e2)(before e3 e2)))))))),"Execution e2 is the last repetition of the body of repetitive execution e, occurring after all other instances"
46,46.1,(46.5),(forall (e2 e) (iff (intermediateRepetition e2 e) (exists (a e1 c p) (and (repetition a e e1 c p)(instance e2 e1) (not (startRepetition e2 e)) (not (terminateRepetition e2 e)))))),Execution e2 is an intermediate repetition that is neither the first nor last instance of the body
46,46.1,(46.6),(forall (s e t) (iff (completedRepetitions s e t) (and (repetition a e e1 c p) (forall (e2) (iff (member e2 s) (and (aRepetition e2 e) (executed a e2 p t))))))),Set s contains the repetitions of execution e that have been completed by time t
46,46.1,(46.7),(forall (s e t) (iff (remainingRepetitions s e t) (and (repetition a e e1 c p) (forall (e2) (iff (member e2 s) (and (aRepetition e2 e) (not (executed a e2 p t)))))))),Set s contains the repetitions of execution e that remain to be executed at time t
46,46.1,(46.8),(forall (e2 e t) (iff (currentRepetition e2 e t) (exists (a e1 c p t1 t2) (and (repetition a e e1 c p)(aRepetition e2 e) (begins t1 e2)(before t1 t) (ends t2 e2)(before t t2))))),"Execution e2 is the current repetition in repetitive execution e at time t, with t between its start and end times"
46,46.1,(46.9),(forall (e2 e t) (iff (previousRepetition e2 e t) (exists (a e1 c p t2 e0 t0) (and (repetition a e e1 c p)(aRepetition e2 e) (ends t2 e2)(before t2 t) (startRepetition e0 e)(ends t0 e0)(before t0 t) (not (exists (e3 t3) (and (aRepetition e3 e)(nequal e3 e2) (ends t3 e3)(before t2 t3) (before t3 t)))))))),"Execution e2 is the most recent repetition that ended before time t, with no other repetitions ending between e2 and t"
46,46.1,(46.10),(forall (e2 e t) (iff (nextRepetition e2 e t) (exists (a e1 c p t2 e0 t0) (and (repetition a e e1 c p)(aRepetition e2 e) (begins t2 e2)(before t t2) (terminateRepetition e0 e)(begins t0 e0) (before t t0) (not (exists (e3 t3) (and (aRepetition e3 e)(nequal e3 e2) (begins t3 e3)(before t3 t2) (before t t3)))))))),"Execution e2 is the next repetition that begins after time t, with no other repetitions beginning between t and e2"
46,46.1,(46.11),(forall (n e t) (iff (repetitionsCount n e t) (exists (a e1 c p s) (and (repetition a e e1 c p) (completedRepetitions s e t)(card n s))))),Integer n is the number of repetitions of execution e that have been completed by time t
46,46.1,(46.12),(forall (e e1 x s s1) (iff (iterationThru e e1 x s s1) (and (arg* x e1)(sequence s)(sequence s1) (forall (y) (if (inSeq y s)(instance y x))) (forall (e2 n) (iff (nth e2 n s1) (exists (y) (and (nth y n s) (subst x e1 y e2)))))))),Execution e is an iteration through sequence s where entity x in body e1 is substituted by successive elements of s to create sequence s1 of instantiated executions
46,46.1,(46.13),(forall (e2 e) (iff (startIterationThru e2 e) (exists (e1 x s s1) (and (iterationThru e e1 x s s1)(first e2 s1))))),"Execution e2 is the first iteration in the iterationThru e, being the first element in the sequence of iterations"
46,46.1,(46.14),(forall (s0 e t) (iff (completedIterationsThru s0 e t) (exists (e1 x s s1) (and (iterationThru e e1 x s s1) (forall (e2) (iff (member e2 s0) (exists (t2) (and (member e2 s1)(ends t2 e2) (before t2 t))))))))),Set s0 contains the iterations through e that have been completed by time t
46,46.1,(46.15),(forall (e3 a e t) (iff (doNextIterationThru' e3 a e t) (exists (e1 x s s1 p) (and (iterationThru e e1 x s s1) (execute a e3 p) (nextRepetition e3 e t))))),Action e3 is agent a's execution of the next iteration in the iterationThru e at time t
46,46.1,(46.16),(forall (a e t) (iff (abortIterationThru a e t) (exists (e1 x s s1 p) (and (iterationThru e e1 x s s1) (executePlan' e a p) (abort a p t))))),Agent a aborts iterationThru e at time t before completing the entire sequence of entities
46,46.1,(46.17),(forall (a e t) (iff (completeIterationThru a e t) (exists (e1 x s s1 p) (and (iterationThru e e1 x s s1) (executePlan' e a p) (executedPlan a p t))))),Agent a completes iterationThru e at time t when all entities in the sequence have been processed
47,47.2,(47.1),(forall (m p) (if (mind m p) (not (physobj m)))),"If m is a mind of person p, then m is not a physical object"
47,47.3,(47.2),(forall (m p) (if (and (person p)(mind m p)) (exists (a) (awareness a m)))),"For every person p with mind m, there exists an awareness a associated with m"
47,47.3,(47.3),(forall (p m a) (if (and (person p)(mind m p)) (iff (awareness a p)(awareness a m)))),"For a person p with mind m, awareness a can be predicated of either p or m equivalently"
47,47.3,(47.4),(forall (x y) (if (inm x y) (exists (p) (or (focusOfAttention y p)(awareness y p)(memory y p))))),"If concept x is mentally in y, then y is either focus of attention, awareness, or memory for some person p"
47,47.3,(47.5),(forall (x p) (if (inFocus x p) (exists (a) (and (awareness a p)(inm x a))))),"If concept x is in focus for person p, then x is also in p's awareness"
47,47.3,(47.6),(forall (e p x) (iff (concentrate' e p x) (exists (e1 e2) (and (thinkOf' e2 p x)(gen e2 e)(will' e1 p e2)(dcause e1 e2))))),"Event e of person p concentrating on x is willing oneself to think of x, which directly causes the thinking"
47,47.4,(47.7),(forall (e p x a) (if (and (perceive' e p x)(person p)(awareness a p)) (exists (e1) (and (inm' e1 x a)(cause e e1))))),"If person p perceives x in event e, then e causes x to be in p's awareness"
47,47.4,(47.8),(forall (e p x m a) (if (and (perceive' e p x)(person p)(etc)) (exists (e1) (and (inFocus' e1 x p)(cause e e1))))),"If person p perceives x, then defeasibly this causes x to be in p's focus of attention"
47,47.4,(47.9),(forall (e p x) (if (and (perceive' e p x)(person p)) (exists (y) (and (intact' e1 y)(senseOrgan y p)(enable e1 e))))),"If person p perceives x, then there exists an intact sense organ y that enables the perception"
47,47.4,(47.10),(forall (y p) (if (eye y p)(senseOrgan y p))),"If y is an eye of person p, then y is a sense organ of p"
47,47.4,(47.11),(forall (y p) (if (ear y p)(senseOrgan y p))),"If y is an ear of person p, then y is a sense organ of p"
47,47.4,(47.12),(forall (y p) (if (tongue y p)(senseOrgan y p))),"If y is a tongue of person p, then y is a sense organ of p"
47,47.4,(47.13),(forall (y p) (if (nose y p)(senseOrgan y p))),"If y is a nose of person p, then y is a sense organ of p"
47,47.4,(47.14),(forall (e x p) (if (and (stimulate' e x p)(person p)(etc)) (exists (e1) (and (perceive' e1 p x)(cause e e1))))),"If entity x stimulates person p, then defeasibly this causes p to perceive x"
